Name,Degree,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality
Dr. Sathya Prakash,"MBBS, MS - Orthopaedics",93% ,(348 votes),Indiranagar, Bangalore,₹500,24,Orthopedic surgeon
Dr. NG Sylvia Kune,BDS,96% ,(23 votes),HAL 2nd Stage, Bangalore,₹500,t7,Dentist
Dr. G Srividya Reddy,"MBBS, MS - Obstetrics & Gynaecology",,,Marathahalli, Bangalore,₹800,13,"Obstetrician, Gynecologist"
Dr. Sampat Kumar Shettaigar,"MBBS, MD - Pediatrics",,,Whitefield, Bangalore,₹700,11,Pediatrician
Dr. Mohan Kumar H,"MBBS, MS - Ophthalmology",,,Sampangiramnagar, Bangalore,₹800,28,Ophthalmologist/ Eye Surgeon
Dr. Giridhar Venkatesh,"MBBS, MS - General Surgery, MCh - Urology",100% ,(28 votes),Electronics City, Bangalore,₹700,15,Urologist
Dr. Gurubasava,"MBBS, MD - General Medicine, DM - Gastroenterology",100% ,(25 votes),Nagasandra, Bangalore,₹600,11,Gastroenterologist
Dr. Srinivas Panchajanya,"BDS, MDS - Conservative Dentistry & Endodontics",99% ,(263 votes),JP Nagar 1 Phase, Bangalore,₹400,20,"Dentist, Endodontist, Cosmetic/Aesthetic Dentist"
Dr. T. V. Jayanthi Sastry,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",87% ,(23 votes),Malleswaram, Bangalore,₹650,27,ENT/ Otorhinolaryngologist
Dr. Pradeepa,"MBBS, DGO, DNB - Obstetrics & Gynecology, MRCOG(UK)",98% ,(46 votes),Jayanagar 9 Block, Bangalore,₹650,17,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Kamal Bhalla,"MBBS, MD - General Medicine",85% ,(13 votes),Jayanagar 9 Block, Bangalore,₹650,26,"Internal Medicine, General Physician"
Dr. Shiny T.N,"MD - Dermatology , Venereology & Leprosy, MBBS",91% ,(142 votes),Jayanagar, Bangalore,₹750,14,"Dermatologist, Dermatosurgeon, Venereologist, Aesthetic Dermatologist"
Dr. K.Sulekha,BHMS,100% ,(19 votes),HSR Layout, Bangalore,₹399,33,AYUSHHomoeopath
Dr. SRINIVAS B C,"MBBS, MD - General Medicine, DM - Cardiology",,,Seshadripuram, Bangalore,₹550,27,Cardiologist
Dr. Geetika Goyal,"MBBS, PhD - Psychology, MA - Psychology, Diploma in Counselling and Psychotherapy",99% ,(80 votes),Indiranagar, Bangalore,₹1200,27,"TherapistCounselling Psychologist, Psychotherapist"
Dr. Saba Fathima,"MBBS, DGO",90% ,(70 votes),HRBR Layout, Bangalore,₹850,15,"Obstetrician, Gynecologist"
Dr. Premalatha,"MBBS, MD - Dermatology",,,HRBR Layout, Bangalore,₹600,13,"Dermatosurgeon, Dermatologist, Cosmetologist, Hair Transplant Surgeon"
Dr. Shankar B G,"MS - ENT, MBBS",89% ,(104 votes),Bannerghatta Road, Bangalore,₹1100,30,ENT/ Otorhinolaryngologist
Dr. Kiran Kumar K,"MBBS, M.D. (Psychiatry)",97% ,(386 votes),Marathahalli, Bangalore,₹800,19,"Psychiatrist, Neuropsychiatrist, Addiction Psychiatrist"
Dr. M. R. Pujari,"BDS, MDS - Oral Medicine and Radiology",96% ,(3908 votes),Marathahalli, Bangalore,₹200,17,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist, Implantologist, Oral Medicine and Radiology"
Dr. Harish Nayak,"MBBS, DOMS, MS - Ophthalmology, Fellow of the Royal College of Ophthalmologists of UK (FRCOphth. UK), FRCS - Ophthalmology (Edin)",99% ,(144 votes),Old Airport Road, Bangalore,₹750,32,Ophthalmologist/ Eye Surgeon
Dr. Ramprasad Ramalingam,"MBBS, MD - General Medicine, DNB - Nephrology",96% ,(76 votes),Padmanabhanagar, Bangalore,₹750,22,Nephrologist/Renal Specialist
Dr. Nandakishore,"BDS, MDS - Orthodontics",,,Koramangala 4 Block, Bangalore,₹500,23,"Dentist, Orthodontist"
Dr. Chetana,"MD - Dermatology , Venereology & Leprosy, MBBS",96% ,(46 votes),Sadashivanagar, Bangalore,₹600,19,"Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist"
Dr. Kala Vimal,"MBBS, DDVL",81% ,(21 votes),Indiranagar, Bangalore,₹500,22,"Dermatologist, Hair Transplant Surgeon"
Dr. Akanksha Kapoor,BDS,100% ,(491 votes),KR Puram, Bangalore,₹200,t9,"Dentist, Cosmetic/Aesthetic Dentist"
Dr. Vaishnavi Suresh   (Physiotherapist),"MPTh/MPT - Musculoskeletal Sciences, BPTh/BPT",,,Kumaraswamy Layout, Bangalore,₹500,t6,TherapistSports and Musculoskeletal Physiotherapist
Dr. Manjunath B V,"MBBS, DNB - Orthopedics/Orthopedic Surgery",,,Malleswaram, Bangalore,₹650,12,Orthopedic surgeon
Dr. Ravindra  Mehta,"MBBS, MD - General Medicine",80% ,(20 votes),Bannerghatta Road, Bangalore,₹1000,27,Internal Medicine
Dr. Dhershana Raja,"MBBS, DGO",76% ,(38 votes),Bellandur, Bangalore,₹700,44,"Gynecologist, Infertility Specialist"
Dr. Vidya Sagar,"MBBS, MS - Orthopaedics",,,Jayanagar, Bangalore,₹750,17,Orthopedic surgeon
Dr. Anand Shenoy,"MBBS, MD - General Medicine, DM - Cardiology",64% ,(39 votes),Old Airport Road, Bangalore,₹900,23,Cardiologist
Dr. Aishwarya Radhakrishna,"MBBS, DDVL",91% ,(107 votes),Jayanagar 5 Block, Bangalore,₹600,15,"Dermatologist, Hair Transplant Surgeon, Cosmetologist, Trichologist, Aesthetic Dermatologist"
Dr. Shruthi R,"MBBS, MS - Obstetrics & Gynaecology",,,Banashankari, Bangalore,₹500,t8,"Obstetrician, Gynecologist"
Dr. Anuprabha Karthik,"MBBS, DGO",100% ,(84 votes),Kalyan Nagar, Bangalore,₹800,15,"Gynecologist, Obstetrician"
Dr. Kumudini Devi,"MBBS, MS - Obstetrics & Gynaecology",99% ,(160 votes),Arekere, Bangalore,₹500,11,"Gynecologist, Obstetrician"
Dr. Jaidev N.C,"MBBS, MD - Dermatology , Venereology & Leprosy",90% ,(21 votes),Millers Road, Bangalore,₹1000,14,"Dermatologist, Aesthetic Dermatologist, Cosmetologist"
Dr. Jyoti Kala,"MBBS, MS - Obstetrics & Gynaecology",98% ,(63 votes),Sarjapur Road, Bangalore,₹700,17,"Gynecologist, Obstetrician"
Dr. Kiran K J,"MBBS, MS - General Surgery",92% ,(62 votes),Konanakunte, Bangalore,₹500,19,"General Surgeon, Laparoscopic Surgeon, Bariatric Surgeon, Proctologist"
Dr. Jyoti Savanur,BHMS,99% ,(399 votes),Sarjapur Road, Bangalore,₹500,21,AYUSHHomoeopath
Ms. Anitha Narayanamurthy,Certification in Health Coaching Nutrition,92% ,(13 votes),Sanjay Nagar, Bangalore,₹700,t9,TherapistDietitian/Nutritionist
Dr. Priya Subash,"BDS, MDS - Periodontics",,,Sarjapur Road, Bangalore,₹300,23,"Dentist, Periodontist, Dental Surgeon"
Dr. Balamurali Krishnan,"MBBS, Diploma in Orthopaedics, MRCS (UK), M.Ch - Orthopaedics",78% ,(46 votes),Sarjapur Road, Bangalore,₹850,32,Orthopedic surgeon
Dr. Asha S Vijay,"MBBS, DGO, DNB - Obstetrics & Gynecology",89% ,(108 votes),Electronics City, Bangalore,₹550,32,"Infertility Specialist, Gynecologist, Obstetrician"
Dr. Shanthala Thuppanna,"MBBS, MS - Obstetrics & Gynaecology",84% ,(79 votes),Sarjapur Road, Bangalore,₹700,23,"Laparoscopic Surgeon (Obs & Gyn), Gynecologist, Infertility Specialist, Obstetrician"
Dr. Annalakshmi Sekar,"MBBS, MD - General Medicine, DM - Medical Oncology",,,Rajarajeshwarinagar, Bangalore,₹700,15,Medical Oncologist
Dr. Sherin Ansari,BDS,100% ,(14 votes),Bommanahalli, Bangalore,₹350,n7,"Dentist, Dental Surgeon"
Dr. S M Farhana,"MBBS, MD - Pediatrics",100% ,(17 votes),Kadugodi, Bangalore,₹500,12,Pediatrician
Dr. Rita Samuel Bing,BHMS,94% ,(17 votes),Kumaraswamy Layout, Bangalore,₹550,14,AYUSHHomoeopath
Dr. Satish Nair,"MBBS, MS - ENT",90% ,(78 votes),Bannerghatta Road, Bangalore,₹1000,30,"Head and Neck Surgeon, ENT/ Otorhinolaryngologist"
Ms. Uma Trasi,"BSc. - Home Science, MSc - Food and Applied Nutrition",,,Malleswaram, Bangalore,₹650,23,TherapistDietitian/Nutritionist
Dr. Pradeep Kiran B.S,"MBBS, DNB - Orthopedics/Orthopedic Surgery, M.Ch - Orthopaedics, Diploma in Orthopaedics",96% ,(265 votes),T Dasarahalli, Bangalore,₹500,27,"Joint Replacement Surgeon, Orthopedic surgeon"
Dr. Venkateshwara Rao K,"MCh - Urology, MBBS, MS - General Surgery",94% ,(191 votes),Kalyan Nagar, Bangalore,₹850,21,"Urologist, Urological Surgeon, Andrologist"
Dr. Nancy Austine,"MBBS, MD - Pediatrics",97% ,(158 votes),Bannerghatta Road, Bangalore,₹850,34,Pediatrician
Dr. N Kavitha Bhat,"MBBS, MD - Pediatrics",86% ,(21 votes),Hebbal, Bangalore,₹1250,29,Pediatrician
Dr. Veeresh Patage,"MBBS, MS - Orthopaedics",,,Ashoknagar, Bangalore,₹800,11,Orthopedic surgeon
Dr. Kailash Mottera Subbaiah,"MBBS, MD - General Medicine",,,Vijayanagar, Bangalore,₹400,18,"Internal Medicine, Consultant Physician"
Dr. Anjali Sebastian,BHMS,,,Jayanagar 4 Block, Bangalore,₹500,h6,AYUSHHomoeopath
Ms. Rooplata Bangera,MA - Psychology,,,Akshaya nagar, Bangalore,₹1200,t4,TherapistCounselling Psychologist
Dr. Sandeep Mahapatra,"MBBS, MD - Dermatology , Venereology & Leprosy",90% ,(1890 votes),Marathahalli, Bangalore,₹800,18,"Dermatologist, Hair Transplant Surgeon, Trichologist, Aesthetic Dermatologist, Dermatosurgeon, Cosmetologist"
Dr. Jaychandran R,"MBBS, DNB - General Medicine, DM - Neurology",100% ,(19 votes),Vasanthnagar, Bangalore,₹1000,19,Neurologist
Dr. Kiran Joshy,"MBBS, DDVL",96% ,(209 votes),RT Nagar, Bangalore,₹650,15,"Dermatologist, Hair Transplant Surgeon, Cosmetologist"
Dr. Janani Manoharan,"MBBS, MD - Obstetrics & Gynaecology",93% ,(46 votes),Sarjapur Road, Bangalore,₹750,16,"Laparoscopic Surgeon (Obs & Gyn), Obstetrician, Gynecologist, Infertility Specialist"
Dr. Asha Praveena,"BDS, MDS - Periodontics",98% ,(434 votes),Kaggadasapura, Bangalore,₹300,15,"Periodontist, Implantologist, Cosmetic/Aesthetic Dentist"
Dr. Sanjeev S Tonshal,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",94% ,(53 votes),Hebbal, Bangalore,₹1000,21,"Urologist, Andrologist"
Dr. Priyanka Shamanth   (Physiotherapist),BPTh/BPT,97% ,(58 votes),Basavanagudi, Bangalore,₹300,18,TherapistPhysiotherapist
Dr. Shoba S M,"MBBS, DDVL",,,Seshadripuram, Bangalore,₹740,10,"Dermatologist, Cosmetologist"
Dr. Swapnil Chincholikar,"MDS - Prosthodontist And Crown Bridge, BDS",100% ,(64 votes),Hennur, Bangalore,₹300,11,"Prosthodontist, Implantologist"
Dr. Shruthy R,BDS,,,Kasavanahalli, Bangalore,₹500,t4,Dentist
Dr. Abhishek B,"BDS, MDS - Oral Pathology and Oral Microbiology, Fellowship in Oral implantlogy",100% ,(163 votes),Rajajinagar, Bangalore,₹200,16,"Dentist, Oral Pathologist"
Dr. Divya Marina Fernandes,"MBBS, MD - General Medicine, DNB - Cardiology",,,JP Nagar, Bangalore,₹900,14,"Cardiologist, Interventional Cardiologist"
Ms. Preetha,Bachelor of Occupational Therapy (BOT),,,Kasavanahalli, Bangalore,₹800,t1,TherapistOccupational Therapist
Dr. Manjunath H,"DPM (Psychiatry), MBBS",65% ,(23 votes),Indiranagar, Bangalore,₹750,24,"Psychiatrist, Neuropsychiatrist, Addiction Psychiatrist"
Dr. Praveen Mathew,"MBBS, MD - General Medicine, DM - Gastroenterology",88% ,(705 votes),Kalyan Nagar, Bangalore,₹800,21,Gastroenterologist
Dr. Kumar Prabhu,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",89% ,(85 votes),Padmanabhanagar, Bangalore,₹750,26,"Urologist, Urological Surgeon"
Dr. Naveen Kumar,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery",98% ,(63 votes),Kengeri, Bangalore,₹700,19,"Hair Transplant Surgeon, Plastic Reconstruction Surgeon, Plastic Surgeon, Cosmetologist"
Dr. Richard Lurshay,"DNB - Paediatrics, MBBS",100% ,(12 votes),Richmond Town, Bangalore,₹650,12,Pediatrician
Dr. Nagesh Mruthyunjaya,"MBBS, MD - Radio Diagnosis/Radiology",93% ,(28 votes),Richmond Town, Bangalore,₹1000,14,Radiologist
Dr. Satheesh.S,"MBBS, MD - Pediatrics",,,Richmond Town, Bangalore,₹1600,25,Pediatrician
Dr. Sridhar Gogineni,"MBBS, MD - Dermatology , Venereology & Leprosy",98% ,(877 votes),Marathahalli, Bangalore,₹600,17,"Dermatologist, Cosmetologist, Venereologist"
Dr. Shabeer Ahmed,"MBBS, MS - General Surgery, FRCS - General Surgery, Diplomate of American Board of Internal Medicine (Internal Medicine), FRCP - Gastroenterology",95% ,(80 votes),Bannerghatta Road, Bangalore,₹850,37,"Laparoscopic Surgeon, General Surgeon, Gastroenterologist"
Dr. D J Navinchand,"MBBS, MS - Orthopaedics",,,Hebbal, Bangalore,₹800,40,Orthopedic surgeon
Dr. Ruksana,"MD - Obstetrics & Gynaecology, MBBS",100% ,(39 votes),Kalyan Nagar, Bangalore,₹600,23,"Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist"
Dr. Ruchi Satyesh,MBBS,96% ,(239 votes),Bilekahalli, Bangalore,₹500,25,"General Physician, General Practitioner"
Dr. Mohan Keshavamurthy,"MBBS, MCh - Urology, MS - General Surgery",73% ,(40 votes),Bannerghatta Road, Bangalore,₹1500,30,"Urologist, Urological Surgeon, Andrologist"
Dr. Rammohan Sripad Bhat,"MBBS, MD - General Medicine, MRCP (UK), MRCP (UK)",,,Electronics City, Bangalore,₹1000,23,Nephrologist/Renal Specialist
Dr. Bhavya K Bairy,"MBBS, M.D. (Psychiatry)",,,Sampangiramnagar, Bangalore,₹1200,11,Psychiatrist
Dr. Savitha Joshi,"MBBS, DGO",,,Rajajinagar, Bangalore,₹500,46,Gynecologist
Dr. Ashwin K.R,"MBBS, DNB - General Surgery, DNB - Surgical Oncology",,,Hebbal, Bangalore,₹1000,18,Surgical Oncologist
Dr. Nandhini Ravindran,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",97% ,(59 votes),Ulsoor, Bangalore,₹600,17,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. K N K Shetty,"MBBS, MRCP (UK), Fellowship in Gastroenterology",79% ,(53 votes),Old Airport Road, Bangalore,₹900,47,Gastroenterologist
Dr. Suhas Prabhakar,"BDS, MDS - Oral & Maxillofacial Surgery",98% ,(45 votes),Bannerghatta Road, Bangalore,₹300,14,Oral And MaxilloFacial Surgeon
Dr. Satish Ramaiah,"MBBS, MRCPsych",98% ,(1414 votes),Yelahanka, Bangalore,₹1500,22,Psychiatrist
Dr. Akhil K. Bhat,"MBBS, MS - General Surgery, MRCS (UK)",95% ,(20 votes),Koramangala 5 Block, Bangalore,₹600,26,"Laparoscopic Surgeon, General Surgeon"
Dr. Anjana Viswanath,BDS,100% ,(29 votes),Ulsoor, Bangalore,₹600,28,Dentist
Dr. Arjun Puranik H L   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",,,Nandini Layout, Bangalore,₹350,t8,"TherapistOrthopedic Physiotherapist, Physiotherapist"
Dr. Prasad MS,BDS,,,Hebbal, Bangalore,₹800,16,Dentist
Ms. Shruti Yadav,"BSc - Psychology, MSc - Clinical Psychology",,,Indiranagar, Bangalore,₹850,t2,TherapistCounselling Psychologist
Dr. Aamir K.   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",98% ,(169 votes),HSR Layout, Bangalore,₹600,12,TherapistPhysiotherapist
Dr. Pradeep Kocheeppan,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",86% ,(43 votes),Bannerghatta Road, Bangalore,₹850,25,Orthopedic surgeon
Dr. Suresh Kumar M S,"MBBS, Diploma in Orthopaedics",87% ,(293 votes),Koramangala 5 Block, Bangalore,₹600,27,Orthopedic surgeon
Dr. Padmini Isaac,"MBBS, DGO - Preventive & Social Medicine, MD - Obstetrics & Gynaecology",91% ,(181 votes),Jayanagar, Bangalore,₹950,45,Gynecologist
Dr. Sachin S Shetty,"MBBS, MD - General Medicine, DM - Gastroenterology",50% ,(40 votes),Bannerghatta Road, Bangalore,₹1000,14,Gastroenterologist
Dr. Anil Kumar B T,"MBBS, DNB - Nephrology",100% ,(19 votes),Kengeri, Bangalore,₹900,27,Nephrologist/Renal Specialist
Dr. Huliraj N,"MBBS, DNB - Pulmonary Medicine, Diploma in Tuberculosis and Chest Diseases (DTCD)",79% ,(19 votes),Ashoknagar, Bangalore,₹800,33,Pulmonologist
Dr. Vidya Muralidhar,"MBBS, DGO, DNB - Obstetrics & Gynecology, DNB - Obstetrics & Gynecology",98% ,(229 votes),Hebbal Kempapura, Bangalore,₹500,14,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Charit Bhograj,"MD - General Medicine, DM - Cardiology, MBBS",92% ,(13 votes),Millers Road, Bangalore,₹1000,21,Cardiologist
Dr. Mamatha Devi S,"MBBS, MS - Obstetrics & Gynaecology",97% ,(550 votes),Koramangala 6 Block, Bangalore,₹500,33,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Srivatsa Subramanya,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",,,Kumaraswamy Layout, Bangalore,₹650,16,Orthopedic surgeon
Dr. Gaurav Tiwari,BDS,100% ,(15 votes),BTM Layout 2nd Stage, Bangalore,₹300,t8,Cosmetic/Aesthetic Dentist
Dr. Jyothi Rajesh,"MBBS, DGO",27% ,(11 votes),Bellandur, Bangalore,₹650,26,"Gynecologist, Obstetrician"
Dr. Hareesha Babu,"MBBS, MD - General Medicine, DM - Nephrology,  FRCP",90% ,(60 votes),Kundalahalli, Bangalore,₹1200,25,Nephrologist/Renal Specialist
Dr. Yashovardhana D P,"MBBS, MD - Dermatology , Venereology & Leprosy",,,Rajajinagar, Bangalore,₹500,16,Dermatologist
Dr. Girish Kumar.V,"BAMS, MD - Ayurveda Medicine",,,Yelahanka, Bangalore,₹350,21,AYUSHAyurveda
Dr. Vinay H G,"MBBS, MS - General Surgery",100% ,(13 votes),Whitefield, Bangalore,₹400,15,"General Surgeon, General Physician"
Dr. Sweety Sah,BHMS,,,Mahadevapura, Bangalore,₹400,13,AYUSHHomoeopath
Dr. Sushant,"MDS - Oral & Maxillofacial Surgery, BDS",97% ,(36 votes),Marathahalli, Bangalore,₹300,12,"Oral And MaxilloFacial Surgeon, Implantologist, Dental Surgeon"
Dr. Harish S G,"MBBS, DNB - General Medicine",,,Rajarajeshwarinagar, Bangalore,₹650,37,Internal Medicine
Dr. Adarsh MS,"MDS - Conservative Dentistry & Endodontics, BDS",98% ,(94 votes),Chamarajpet, Bangalore,₹300,21,Dentist
Dr. Vidya K.,"BDS, MDS - Paedodontics And Preventive Dentistry",100% ,(22 votes),HRBR Layout, Bangalore,₹400,16,Pediatric Dentist
Dr. Janet Alexander Castelino,"MBBS, MD - Dermatology",92% ,(8048 votes),HSR Layout, Bangalore,₹1000,30,"Dermatologist, Cosmetologist"
Dr. Gururaj H,"MBBS, DNB - General Surgery, DNB - Plastic Surgery",96% ,(27 votes),Rajarajeshwarinagar, Bangalore,₹850,22,Plastic Surgeon
Dr. Sheetal Reddy Desai,"MD - General Medicine, MBBS, Fellowship in Gastroenterology",,,HSR Layout, Bangalore,₹600,10,"Internal Medicine, General Physician"
Dr. Sampath Kumar,"DNB - General Surgery, MBBS",68% ,(19 votes),Old Airport Road, Bangalore,₹750,23,"General Surgeon, Laparoscopic Surgeon, Bariatric Surgeon"
Dr. Rajanna Sreedhara,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine), Diplomate of the American Board of Internal Medicine (Nephrology)",,,Bannerghatta Road, Bangalore,₹1050,32,Nephrologist/Renal Specialist
Dr. Himanshu Singhal,"MBBS, MS - Obstetrics & Gynaecology",99% ,(563 votes),Whitefield, Bangalore,₹850,24,Infertility Specialist
Dr. Fiza Taj Samadh   (Physiotherapist),BPTh/BPT,82% ,(28 votes),CV Raman Nagar, Bangalore,₹300,15,TherapistPhysiotherapist
Dr. Sandeep Satsangi,"DM - Hepatology, MD - General Medicine, MBBS",97% ,(37 votes),Seshadripuram, Bangalore,₹740,13,Hepatologist
Dr. Santosh Shivaswamy,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",,,Hebbal, Bangalore,₹800,21,ENT/ Otorhinolaryngologist
Dr. Santhosha S Kharvi,"BDS, Fellowship in Oral implantlogy",97% ,(94 votes),Hennur, Bangalore,₹400,23,"Dental Surgeon, Dentist, Cosmetic/Aesthetic Dentist, Implantologist"
Dr. Lakshmi C,"BDS, MDS - Oral Medicine and Radiology",96% ,(53 votes),KR Puram, Bangalore,₹300,y6,Oral Medicine and Radiology
Dr. K Premanand,"MDS - Oral & Maxillofacial Surgery, BDS",,,Ashoknagar, Bangalore,₹800,22,Oral And MaxilloFacial Surgeon
Dr. Annie Angel Joseph   (Physiotherapist),BPTh/BPT,,,Malleswaram, Bangalore,₹500,t4,TherapistPhysiotherapist
Dr. Prashant Dinesh,MBBS,99% ,(266 votes),Indiranagar, Bangalore,₹600,21,"General Physician, General Practitioner"
Dr. Nirmala R,"MBBS, DNB - Obstetrics & Gynecology",80% ,(25 votes),JP Nagar, Bangalore,₹800,25,Infertility Specialist
Dr. Sukesh Sindhey S,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",,,Banashankari 3rd Stage, Bangalore,₹400,15,Urologist
Dr. Himanshu Sharma,BVMS (Bachelor of Veterinary Medicine & Science),,,Domlur, Bangalore,₹500,n2,Veterinary Physician
Dr. Baswantrao Malipatil,"MBBS, MD - General Medicine, DM - Oncology",,,Hebbal, Bangalore,₹1090,18,Medical Oncologist
Dr. Narasimhaiah Srinivasaiah,"MBBS, FRCS - General Surgery (Colorectal), CCST - General Surgery, MRCS (UK), MRCS (UK), MRCS (UK)",,,Bannerghatta Road, Bangalore,₹1000,25,"General Surgeon, Colorectal Surgeon"
Dr. Abhijit Bhograj,"DM - Endocrinology, MD - General Medicine, MBBS",90% ,(20 votes),Hebbal, Bangalore,₹1090,15,"Endocrinologist, Diabetologist"
Dr. Chandrakant R Kesari,"MBBS, MS - General Surgery",,,Sahakaranagar, Bangalore,₹500,19,General Surgeon
Dr. Shwetha,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",94% ,(177 votes),Hoodi, Bangalore,₹400,16,"Dentist, Orthodontist"
Dr. Shirish Dave,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",,,Bannerghatta Road, Bangalore,₹800,29,Pediatric Surgeon
Dr. Vani R,"MBBS, MS - Obstetrics & Gynaecology",96% ,(323 votes),Basavanagudi, Bangalore,₹500,26,"Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Girish H,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",,,Bannerghatta Road, Bangalore,₹850,22,"Urologist, Andrologist, Urological Surgeon, Laparoscopic Surgeon"
Dr. Karthikeyan B.V,"BDS, MDS - Periodontics",93% ,(955 votes),Yelahanka, Bangalore,₹300,23,"Periodontist, Implantologist, Cosmetic/Aesthetic Dentist"
Dr. Savith Kumar,"MBBS, MD - Radio Diagnosis/Radiology, DM - Neuroimaging & Interventional Radiology",,,Bannerghatta Road, Bangalore,₹750,22,Neuroradiologist
Dr. Shyam N Gupta,"MBBS, MD - Obstetrics & Gynaecology",,,JP Nagar, Bangalore,,15,Gynecologist
Dr. Raghunandan,"MBBS, DNB - General Medicine, DNB - Cardiology",97% ,(29 votes),Malleswaram, Bangalore,₹750,28,Cardiologist
Dr. Nakul BK,BDS,98% ,(49 votes),HSR Layout, Bangalore,₹600,n7,"Dentist, Dental Surgeon"
Dr. Shradha Das,BDS,98% ,(136 votes),HRBR Layout, Bangalore,₹400,n8,"Dentist, Dental Surgeon"
Dr. Raj D. Chakravarty,"MS - Orthopaedics, MBBS",83% ,(41 votes),Whitefield, Bangalore,₹850,47,Orthopedic surgeon
Dr. Suhas H S,"MBBS, MD - Respiratory Medicine, DNB - Tuberculosis & Respiratory Diseases/Pulmonary Medicine",,,Sarjapur Road, Bangalore,₹700,t8,Pulmonologist
Dr. Supriya Dsilva,"MBBS, DPM (Psychiatry), DNB - Psychiatry",,,Sarjapur Road, Bangalore,₹1050,t9,"Neuropsychiatrist, Psychiatrist"
